prediction_id,image_id,vlm_name,compression_type,compression_level,category,cer,wer,bleu,gt_length,pred_length,length_ratio,condition
1,104,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2651,2651,1.000000,baseline
2,96,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,1952,1952,1.000000,baseline
3,80,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,1636,1636,1.000000,baseline
4,13,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,50,50,1.000000,baseline
5,1,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,1204,1204,1.000000,baseline
6,59,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,4938,4938,1.000000,baseline
37,46,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,5960,5960,1.000000,baseline
7,34,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,803,803,1.000000,baseline
8,41,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2197,2197,1.000000,baseline
9,91,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,1355,1355,1.000000,baseline
10,98,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2067,2067,1.000000,baseline
11,2,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,3846,3846,1.000000,baseline
12,64,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2264,2264,1.000000,baseline
38,36,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,3392,3392,1.000000,baseline
39,4,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2864,2864,1.000000,baseline
40,8,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,4976,4976,1.000000,baseline
93,72,qwen2-vl,baseline,,excluded_short_gt,0.000000,0.000000,1.000000,63,63,1.000000,baseline
13,94,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,1055,1055,1.000000,baseline
14,107,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,3625,3625,1.000000,baseline
15,35,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2092,2092,1.000000,baseline
16,25,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,3144,3144,1.000000,baseline
17,57,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,2254,2254,1.000000,baseline
18,78,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,4690,4690,1.000000,baseline
19,31,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,1477,1477,1.000000,baseline
64,11,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,3185,3185,1.000000,baseline
65,5,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,3749,3749,1.000000,baseline
20,77,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2354,2354,1.000000,baseline
21,86,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,1402,1402,1.000000,baseline
22,82,qwen2-vl,baseline,,excluded_short_gt,0.000000,0.000000,1.000000,18,18,1.000000,baseline
23,73,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,3795,3795,1.000000,baseline
24,87,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2359,2359,1.000000,baseline
25,109,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,4036,4036,1.000000,baseline
66,10,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,5202,5202,1.000000,baseline
67,16,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2931,2931,1.000000,baseline
68,3,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,5547,5547,1.000000,baseline
69,14,qwen2-vl,baseline,,excluded_short_gt,0.000000,0.000000,1.000000,127,127,1.000000,baseline
70,55,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,3311,3311,1.000000,baseline
26,63,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,1559,1559,1.000000,baseline
27,15,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,4519,4519,1.000000,baseline
28,65,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,1554,1554,1.000000,baseline
29,100,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2741,2741,1.000000,baseline
30,83,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2099,2099,1.000000,baseline
31,28,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2981,2981,1.000000,baseline
32,84,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,3362,3362,1.000000,baseline
33,92,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,5403,5403,1.000000,baseline
34,17,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,4396,4396,1.000000,baseline
35,67,qwen2-vl,baseline,,excluded_short_gt,0.000000,0.000000,1.000000,314,314,1.000000,baseline
36,9,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,3546,3546,1.000000,baseline
41,48,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2221,2221,1.000000,baseline
42,69,qwen2-vl,baseline,,excluded_short_gt,0.000000,0.000000,1.000000,17,17,1.000000,baseline
43,52,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,5148,5148,1.000000,baseline
44,68,qwen2-vl,baseline,,excluded_short_gt,0.000000,0.000000,1.000000,635,635,1.000000,baseline
45,42,qwen2-vl,baseline,,excluded_short_gt,0.000000,0.000000,1.000000,91,91,1.000000,baseline
46,26,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,1230,1230,1.000000,baseline
47,105,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,1515,1515,1.000000,baseline
48,50,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,5501,5501,1.000000,baseline
94,54,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,4139,4139,1.000000,baseline
95,88,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,3050,3050,1.000000,baseline
49,70,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2124,2124,1.000000,baseline
50,32,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,1958,1958,1.000000,baseline
51,22,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,1026,1026,1.000000,baseline
52,21,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,1855,1855,1.000000,baseline
53,111,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,3181,3181,1.000000,baseline
54,6,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,3572,3572,1.000000,baseline
55,43,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,5152,5152,1.000000,baseline
129,100,qwen2-vl,jpeg,10.000000,medium_documents,0.186793,0.223005,0.678070,2741,2308,0.842000,jpeg_QF10.0
197,110,qwen2-vl,jpeg,10.000000,long_documents,0.002388,0.013238,0.970974,5863,5860,0.999500,jpeg_QF10.0
266,10,qwen2-vl,jpeg,30.000000,long_documents,0.000192,0.001145,0.997467,5202,5201,0.999800,jpeg_QF30.0
56,18,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,2544,2544,1.000000,baseline
57,27,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,1680,1680,1.000000,baseline
58,47,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2727,2727,1.000000,baseline
59,66,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,5149,5149,1.000000,baseline
60,30,qwen2-vl,baseline,,excluded_short_gt,0.000000,0.000000,1.000000,380,380,1.000000,baseline
61,44,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2725,2725,1.000000,baseline
62,93,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,1205,1205,1.000000,baseline
63,51,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,667,667,1.000000,baseline
71,76,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2719,2719,1.000000,baseline
72,49,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,1063,1063,1.000000,baseline
73,29,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2525,2525,1.000000,baseline
74,20,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,1764,1764,1.000000,baseline
75,75,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2531,2531,1.000000,baseline
76,113,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,1110,1110,1.000000,baseline
77,45,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2270,2270,1.000000,baseline
78,99,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,947,947,1.000000,baseline
79,39,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2110,2110,1.000000,baseline
80,74,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,6442,6442,1.000000,baseline
81,101,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,4618,4618,1.000000,baseline
82,62,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2867,2867,1.000000,baseline
83,19,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2974,2974,1.000000,baseline
84,112,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,5350,5350,1.000000,baseline
91,108,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2499,2499,1.000000,baseline
85,89,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2672,2672,1.000000,baseline
86,60,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2033,2033,1.000000,baseline
87,85,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,3426,3426,1.000000,baseline
88,56,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,1862,1862,1.000000,baseline
89,71,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,1089,1089,1.000000,baseline
90,102,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,16050,16050,1.000000,baseline
92,23,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,3706,3706,1.000000,baseline
96,7,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,1135,1135,1.000000,baseline
97,110,qwen2-vl,baseline,,long_documents,0.000000,0.000000,1.000000,5863,5863,1.000000,baseline
98,81,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,2599,2599,1.000000,baseline
99,24,qwen2-vl,baseline,,medium_documents,0.000000,0.000000,1.000000,1754,1754,1.000000,baseline
100,106,qwen2-vl,baseline,,short_documents,0.000000,0.000000,1.000000,1055,1055,1.000000,baseline
101,104,qwen2-vl,jpeg,10.000000,medium_documents,0.010562,0.029680,0.952029,2651,2635,0.994000,jpeg_QF10.0
267,16,qwen2-vl,jpeg,30.000000,medium_documents,0.020812,0.057441,0.910248,2931,2946,1.005100,jpeg_QF30.0
268,3,qwen2-vl,jpeg,30.000000,long_documents,0.000000,0.000000,1.000000,5547,5547,1.000000,jpeg_QF30.0
269,14,qwen2-vl,jpeg,30.000000,excluded_short_gt,0.527559,0.647059,0.578495,127,123,0.968500,jpeg_QF30.0
102,96,qwen2-vl,jpeg,10.000000,medium_documents,0.000000,0.000000,1.000000,1952,1952,1.000000,jpeg_QF10.0
103,80,qwen2-vl,jpeg,10.000000,short_documents,0.353301,0.359223,0.444835,1636,1069,0.653400,jpeg_QF10.0
104,13,qwen2-vl,jpeg,10.000000,short_documents,0.000000,0.000000,1.000000,50,50,1.000000,jpeg_QF10.0
105,1,qwen2-vl,jpeg,10.000000,short_documents,0.006645,0.043269,0.941525,1204,1199,0.995800,jpeg_QF10.0
106,59,qwen2-vl,jpeg,10.000000,long_documents,0.002633,0.016349,0.964238,4938,4938,1.000000,jpeg_QF10.0
107,34,qwen2-vl,jpeg,10.000000,short_documents,0.039851,0.041667,0.931685,803,809,1.007500,jpeg_QF10.0
108,41,qwen2-vl,jpeg,10.000000,medium_documents,0.004096,0.013477,0.974155,2197,2203,1.002700,jpeg_QF10.0
109,91,qwen2-vl,jpeg,10.000000,short_documents,0.053875,0.286307,0.553860,1355,1347,0.994100,jpeg_QF10.0
110,98,qwen2-vl,jpeg,10.000000,medium_documents,0.004354,0.015924,0.967100,2067,2071,1.001900,jpeg_QF10.0
111,2,qwen2-vl,jpeg,10.000000,long_documents,0.031461,0.068541,0.896747,3846,3747,0.974300,jpeg_QF10.0
112,64,qwen2-vl,jpeg,10.000000,medium_documents,0.003975,0.026786,0.941429,2264,2264,1.000000,jpeg_QF10.0
113,94,qwen2-vl,jpeg,10.000000,short_documents,0.000948,0.005714,0.991082,1055,1056,1.000900,jpeg_QF10.0
114,107,qwen2-vl,jpeg,10.000000,medium_documents,0.024000,0.025907,0.976439,3625,3695,1.019300,jpeg_QF10.0
115,35,qwen2-vl,jpeg,10.000000,medium_documents,0.010038,0.023529,0.960617,2092,2074,0.991400,jpeg_QF10.0
116,25,qwen2-vl,jpeg,10.000000,medium_documents,0.063295,0.093385,0.854363,3144,2970,0.944700,jpeg_QF10.0
270,55,qwen2-vl,jpeg,30.000000,short_documents,0.000302,0.003766,0.994107,3311,3311,1.000000,jpeg_QF30.0
464,11,qwen2-vl,jpeg,70.000000,medium_documents,0.021350,0.034413,0.951982,3185,3244,1.018500,jpeg_QF70.0
465,5,qwen2-vl,jpeg,70.000000,short_documents,0.004001,0.024476,0.986991,3749,3752,1.000800,jpeg_QF70.0
117,57,qwen2-vl,jpeg,10.000000,short_documents,0.018190,0.031700,0.957910,2254,2254,1.000000,jpeg_QF10.0
118,78,qwen2-vl,jpeg,10.000000,long_documents,0.002345,0.006693,0.985044,4690,4682,0.998300,jpeg_QF10.0
119,31,qwen2-vl,jpeg,10.000000,short_documents,0.025728,0.164502,0.745421,1477,1477,1.000000,jpeg_QF10.0
120,77,qwen2-vl,jpeg,10.000000,medium_documents,0.025913,0.077778,0.899526,2354,2375,1.008900,jpeg_QF10.0
121,86,qwen2-vl,jpeg,10.000000,short_documents,0.147646,0.240506,0.696982,1402,1198,0.854500,jpeg_QF10.0
122,82,qwen2-vl,jpeg,10.000000,excluded_short_gt,0.000000,0.000000,1.000000,18,18,1.000000,jpeg_QF10.0
466,10,qwen2-vl,jpeg,70.000000,long_documents,0.000000,0.000000,1.000000,5202,5202,1.000000,jpeg_QF70.0
123,73,qwen2-vl,jpeg,10.000000,medium_documents,0.230303,0.438903,0.430181,3795,2975,0.783900,jpeg_QF10.0
124,87,qwen2-vl,jpeg,10.000000,medium_documents,0.002543,0.016575,0.977991,2359,2363,1.001700,jpeg_QF10.0
125,109,qwen2-vl,jpeg,10.000000,long_documents,0.003469,0.024138,0.945206,4036,4035,0.999800,jpeg_QF10.0
126,63,qwen2-vl,jpeg,10.000000,medium_documents,0.001924,0.012295,0.983021,1559,1559,1.000000,jpeg_QF10.0
127,15,qwen2-vl,jpeg,10.000000,long_documents,0.003319,0.017268,0.977545,4519,4525,1.001300,jpeg_QF10.0
128,65,qwen2-vl,jpeg,10.000000,medium_documents,0.000000,0.000000,1.000000,1554,1554,1.000000,jpeg_QF10.0
130,83,qwen2-vl,jpeg,10.000000,medium_documents,0.000000,0.000000,1.000000,2099,2099,1.000000,jpeg_QF10.0
131,28,qwen2-vl,jpeg,10.000000,medium_documents,0.166387,0.185687,0.797330,2981,2574,0.863500,jpeg_QF10.0
132,84,qwen2-vl,jpeg,10.000000,short_documents,0.000892,0.005682,0.987119,3362,3363,1.000300,jpeg_QF10.0
133,92,qwen2-vl,jpeg,10.000000,long_documents,0.000000,0.000000,1.000000,5403,5403,1.000000,jpeg_QF10.0
134,17,qwen2-vl,jpeg,10.000000,long_documents,0.027525,0.079320,0.873331,4396,4510,1.025900,jpeg_QF10.0
135,67,qwen2-vl,jpeg,10.000000,excluded_short_gt,0.003185,0.020408,0.949695,314,314,1.000000,jpeg_QF10.0
136,9,qwen2-vl,jpeg,10.000000,medium_documents,0.089679,0.152330,0.797475,3546,3452,0.973500,jpeg_QF10.0
137,46,qwen2-vl,jpeg,10.000000,long_documents,0.001846,0.011905,0.976223,5960,5963,1.000500,jpeg_QF10.0
138,36,qwen2-vl,jpeg,10.000000,medium_documents,0.068691,0.069217,0.930305,3392,3160,0.931600,jpeg_QF10.0
139,4,qwen2-vl,jpeg,10.000000,medium_documents,0.001746,0.018779,0.973725,2864,2861,0.999000,jpeg_QF10.0
140,8,qwen2-vl,jpeg,10.000000,long_documents,0.011656,0.030220,0.939616,4976,5013,1.007400,jpeg_QF10.0
162,93,qwen2-vl,jpeg,10.000000,short_documents,0.014108,0.022472,0.963978,1205,1194,0.990900,jpeg_QF10.0
141,48,qwen2-vl,jpeg,10.000000,medium_documents,0.089149,0.275862,0.538269,2221,2222,1.000500,jpeg_QF10.0
142,69,qwen2-vl,jpeg,10.000000,excluded_short_gt,0.000000,0.000000,1.000000,17,17,1.000000,jpeg_QF10.0
143,52,qwen2-vl,jpeg,10.000000,long_documents,0.002137,0.010127,0.978721,5148,5145,0.999400,jpeg_QF10.0
144,68,qwen2-vl,jpeg,10.000000,excluded_short_gt,0.047244,0.113208,0.779890,635,652,1.026800,jpeg_QF10.0
145,42,qwen2-vl,jpeg,10.000000,excluded_short_gt,2.637363,3.900000,0.225999,91,329,3.615400,jpeg_QF10.0
146,26,qwen2-vl,jpeg,10.000000,short_documents,0.002439,0.025000,0.952605,1230,1230,1.000000,jpeg_QF10.0
147,105,qwen2-vl,jpeg,10.000000,medium_documents,0.000000,0.000000,1.000000,1515,1515,1.000000,jpeg_QF10.0
467,16,qwen2-vl,jpeg,70.000000,medium_documents,0.017741,0.052219,0.921440,2931,2943,1.004100,jpeg_QF70.0
468,3,qwen2-vl,jpeg,70.000000,long_documents,0.000000,0.000000,1.000000,5547,5547,1.000000,jpeg_QF70.0
148,50,qwen2-vl,jpeg,10.000000,long_documents,0.415379,0.412500,0.488588,5501,3219,0.585200,jpeg_QF10.0
149,70,qwen2-vl,jpeg,10.000000,medium_documents,0.001883,0.012500,0.966593,2124,2124,1.000000,jpeg_QF10.0
150,32,qwen2-vl,jpeg,10.000000,medium_documents,0.208376,0.259259,0.690477,1958,1698,0.867200,jpeg_QF10.0
151,22,qwen2-vl,jpeg,10.000000,short_documents,0.109162,0.128205,0.841887,1026,1058,1.031200,jpeg_QF10.0
163,51,qwen2-vl,jpeg,10.000000,short_documents,0.026987,0.070000,0.853847,667,677,1.015000,jpeg_QF10.0
152,21,qwen2-vl,jpeg,10.000000,medium_documents,0.001078,0.007018,0.984638,1855,1855,1.000000,jpeg_QF10.0
153,111,qwen2-vl,jpeg,10.000000,medium_documents,0.000000,0.000000,1.000000,3181,3181,1.000000,jpeg_QF10.0
154,6,qwen2-vl,jpeg,10.000000,short_documents,0.082867,0.131579,0.866287,3572,3382,0.946800,jpeg_QF10.0
155,43,qwen2-vl,jpeg,10.000000,long_documents,0.055124,0.157407,0.828341,5152,5020,0.974400,jpeg_QF10.0
156,18,qwen2-vl,jpeg,10.000000,short_documents,0.248821,0.193548,0.563060,2544,1984,0.779900,jpeg_QF10.0
157,27,qwen2-vl,jpeg,10.000000,medium_documents,0.088690,0.137037,0.818577,1680,1659,0.987500,jpeg_QF10.0
158,47,qwen2-vl,jpeg,10.000000,medium_documents,0.020535,0.058252,0.903153,2727,2690,0.986400,jpeg_QF10.0
159,66,qwen2-vl,jpeg,10.000000,long_documents,0.002331,0.002442,0.996327,5149,5143,0.998800,jpeg_QF10.0
160,30,qwen2-vl,jpeg,10.000000,excluded_short_gt,0.000000,0.000000,1.000000,380,380,1.000000,jpeg_QF10.0
161,44,qwen2-vl,jpeg,10.000000,medium_documents,0.213945,0.235149,0.727959,2725,2149,0.788600,jpeg_QF10.0
194,54,qwen2-vl,jpeg,10.000000,short_documents,0.895869,0.991601,0.000518,4139,2245,0.542400,jpeg_QF10.0
164,11,qwen2-vl,jpeg,10.000000,medium_documents,0.121821,0.149798,0.722079,3185,2797,0.878200,jpeg_QF10.0
165,5,qwen2-vl,jpeg,10.000000,short_documents,0.026941,0.124126,0.811786,3749,3731,0.995200,jpeg_QF10.0
166,10,qwen2-vl,jpeg,10.000000,long_documents,0.008651,0.044674,0.956030,5202,5224,1.004200,jpeg_QF10.0
167,16,qwen2-vl,jpeg,10.000000,medium_documents,0.482429,0.511749,0.231459,2931,4217,1.438800,jpeg_QF10.0
168,3,qwen2-vl,jpeg,10.000000,long_documents,0.000541,0.001182,0.997297,5547,5546,0.999800,jpeg_QF10.0
169,14,qwen2-vl,jpeg,10.000000,excluded_short_gt,0.771654,1.000000,0.013862,127,83,0.653500,jpeg_QF10.0
170,55,qwen2-vl,jpeg,10.000000,short_documents,0.060405,0.052731,0.939657,3311,3117,0.941400,jpeg_QF10.0
171,76,qwen2-vl,jpeg,10.000000,medium_documents,0.011033,0.020588,0.960151,2719,2707,0.995600,jpeg_QF10.0
172,49,qwen2-vl,jpeg,10.000000,short_documents,0.000000,0.000000,1.000000,1063,1063,1.000000,jpeg_QF10.0
195,88,qwen2-vl,jpeg,10.000000,medium_documents,0.000000,0.000000,1.000000,3050,3050,1.000000,jpeg_QF10.0
469,14,qwen2-vl,jpeg,70.000000,excluded_short_gt,0.488189,0.705882,0.558787,127,127,1.000000,jpeg_QF70.0
470,55,qwen2-vl,jpeg,70.000000,short_documents,0.000000,0.000000,1.000000,3311,3311,1.000000,jpeg_QF70.0
173,29,qwen2-vl,jpeg,10.000000,medium_documents,0.008713,0.020513,0.967456,2525,2525,1.000000,jpeg_QF10.0
174,20,qwen2-vl,jpeg,10.000000,medium_documents,0.000000,0.000000,1.000000,1764,1764,1.000000,jpeg_QF10.0
175,75,qwen2-vl,jpeg,10.000000,medium_documents,0.003161,0.020305,0.952295,2531,2531,1.000000,jpeg_QF10.0
176,113,qwen2-vl,jpeg,10.000000,short_documents,0.001802,0.010989,0.974934,1110,1111,1.000900,jpeg_QF10.0
177,45,qwen2-vl,jpeg,10.000000,medium_documents,0.014097,0.028846,0.947636,2270,2243,0.988100,jpeg_QF10.0
493,72,qwen2-vl,jpeg,70.000000,excluded_short_gt,0.000000,0.000000,1.000000,63,63,1.000000,jpeg_QF70.0
494,54,qwen2-vl,jpeg,70.000000,short_documents,0.893694,0.990119,0.000760,4139,2286,0.552300,jpeg_QF70.0
495,88,qwen2-vl,jpeg,70.000000,medium_documents,0.000000,0.000000,1.000000,3050,3050,1.000000,jpeg_QF70.0
694,54,qwen2-vl,neural,1.000000,short_documents,0.891520,0.990613,0.000738,4139,2376,0.574100,neural_q1.0
178,99,qwen2-vl,jpeg,10.000000,short_documents,0.417107,0.430657,0.644102,947,1313,1.386500,jpeg_QF10.0
179,39,qwen2-vl,jpeg,10.000000,medium_documents,0.066351,0.109415,0.836380,2110,2079,0.985300,jpeg_QF10.0
180,74,qwen2-vl,jpeg,10.000000,long_documents,0.005588,0.018591,0.967644,6442,6416,0.996000,jpeg_QF10.0
181,101,qwen2-vl,jpeg,10.000000,long_documents,0.121698,0.339385,0.626579,4618,4958,1.073600,jpeg_QF10.0
182,62,qwen2-vl,jpeg,10.000000,medium_documents,0.003488,0.013699,0.975171,2867,2863,0.998600,jpeg_QF10.0
183,19,qwen2-vl,jpeg,10.000000,medium_documents,0.398453,0.414835,0.620472,2974,2478,0.833200,jpeg_QF10.0
184,112,qwen2-vl,jpeg,10.000000,long_documents,0.007477,0.011002,0.984288,5350,5313,0.993100,jpeg_QF10.0
185,89,qwen2-vl,jpeg,10.000000,medium_documents,0.000000,0.000000,1.000000,2672,2672,1.000000,jpeg_QF10.0
196,7,qwen2-vl,jpeg,10.000000,short_documents,0.029075,0.115789,0.932089,1135,1136,1.000900,jpeg_QF10.0
186,60,qwen2-vl,jpeg,10.000000,medium_documents,0.000492,0.003096,0.992953,2033,2033,1.000000,jpeg_QF10.0
187,85,qwen2-vl,jpeg,10.000000,medium_documents,0.040864,0.049724,0.974717,3426,3398,0.991800,jpeg_QF10.0
188,56,qwen2-vl,jpeg,10.000000,medium_documents,0.001611,0.003165,0.992798,1862,1859,0.998400,jpeg_QF10.0
189,71,qwen2-vl,jpeg,10.000000,short_documents,0.063361,0.101796,0.807043,1089,1032,0.947700,jpeg_QF10.0
190,102,qwen2-vl,jpeg,10.000000,short_documents,0.926978,0.978692,0.009403,16050,3178,0.198000,jpeg_QF10.0
191,108,qwen2-vl,jpeg,10.000000,medium_documents,0.014006,0.029345,0.962076,2499,2467,0.987200,jpeg_QF10.0
192,23,qwen2-vl,jpeg,10.000000,medium_documents,0.126552,0.211078,0.699435,3706,3471,0.936600,jpeg_QF10.0
193,72,qwen2-vl,jpeg,10.000000,excluded_short_gt,0.000000,0.000000,1.000000,63,63,1.000000,jpeg_QF10.0
198,81,qwen2-vl,jpeg,10.000000,medium_documents,0.002309,0.009547,0.975874,2599,2596,0.998800,jpeg_QF10.0
199,24,qwen2-vl,jpeg,10.000000,medium_documents,0.051881,0.056604,0.935362,1754,1669,0.951500,jpeg_QF10.0
200,106,qwen2-vl,jpeg,10.000000,short_documents,0.015166,0.044872,0.919919,1055,1041,0.986700,jpeg_QF10.0
201,104,qwen2-vl,jpeg,30.000000,medium_documents,0.026405,0.031963,0.970607,2651,2633,0.993200,jpeg_QF30.0
514,107,qwen2-vl,jpeg,90.000000,medium_documents,0.000000,0.000000,1.000000,3625,3625,1.000000,jpeg_QF90.0
695,88,qwen2-vl,neural,1.000000,medium_documents,0.005902,0.005894,0.994787,3050,3032,0.994100,neural_q1.0
1490,102,internvl2,jpeg,90.000000,short_documents,0.939502,0.992567,0.003594,16050,4147,0.258400,jpeg_QF90.0
202,96,qwen2-vl,jpeg,30.000000,medium_documents,0.000000,0.000000,1.000000,1952,1952,1.000000,jpeg_QF30.0
203,80,qwen2-vl,jpeg,30.000000,short_documents,0.022616,0.024272,0.967643,1636,1599,0.977400,jpeg_QF30.0
204,13,qwen2-vl,jpeg,30.000000,short_documents,0.520000,0.833333,0.461737,50,76,1.520000,jpeg_QF30.0
205,1,qwen2-vl,jpeg,30.000000,short_documents,0.003322,0.019231,0.965791,1204,1202,0.998300,jpeg_QF30.0
206,59,qwen2-vl,jpeg,30.000000,long_documents,0.000000,0.000000,1.000000,4938,4938,1.000000,jpeg_QF30.0
207,34,qwen2-vl,jpeg,30.000000,short_documents,0.009963,0.008333,0.982031,803,795,0.990000,jpeg_QF30.0
300,106,qwen2-vl,jpeg,30.000000,short_documents,0.002844,0.012821,0.974680,1055,1054,0.999100,jpeg_QF30.0
208,41,qwen2-vl,jpeg,30.000000,medium_documents,0.075558,0.191375,0.672127,2197,2031,0.924400,jpeg_QF30.0
209,91,qwen2-vl,jpeg,30.000000,short_documents,0.000000,0.000000,1.000000,1355,1355,1.000000,jpeg_QF30.0
210,98,qwen2-vl,jpeg,30.000000,medium_documents,0.002419,0.003185,0.992893,2067,2072,1.002400,jpeg_QF30.0
211,2,qwen2-vl,jpeg,30.000000,long_documents,0.046542,0.089631,0.826507,3846,3746,0.974000,jpeg_QF30.0
212,64,qwen2-vl,jpeg,30.000000,medium_documents,0.000000,0.000000,1.000000,2264,2264,1.000000,jpeg_QF30.0
213,94,qwen2-vl,jpeg,30.000000,short_documents,0.000000,0.000000,1.000000,1055,1055,1.000000,jpeg_QF30.0
214,107,qwen2-vl,jpeg,30.000000,medium_documents,0.042483,0.050086,0.978760,3625,3698,1.020100,jpeg_QF30.0
